list_id,fec_company,cid_master,iss_id,ticker,ticker_alt,cusip,found_fec,search_ticker
f1000_4,McKesson,McKesson,514028.0,MCK,,58155Q103,True,False
f1000_41,MetLife,MetLife,523434.0,MET,,59156R108,True,False
f1000_42,Aetna,Aetna,1992.0,AET,,008117103,True,False
f1000_42,Aetna,Aetna,1992.0,AET,,00817Y108,True,False
f1000_43,PepsiCo,PepsiCo,120358.0,PEP,,713448108,True,False
f1000_44,Archer Daniels Midland,Archer Daniels Midland,8052.0,ADM,,039483102,True,False
f1000_45,UPS,UPS,520388.0,UPS,,911308AA2,True,False
f1000_45,UPS,UPS,520388.0,UPS,,911312106,True,False
f1000_46,Intel,Intel,76759.0,INTC,,458140100,True,False
f1000_47,Prudential Financial,Prudential Financial,531297.0,PRU,,744320102,True,False
f1000_49,United Technologies,United Technologies,157996.0,UTX,,913017109,True,False
f1000_5,UnitedHealth Group,UnitedHealth Group,128133.0,UNH,,751581109,True,False
f1000_5,UnitedHealth Group,UnitedHealth Group,128133.0,UNH,,91324P102,True,False
f1000_50,Marathon Petroleum,Marathon Petroleum,606619.0,MPC,,56585A102,True,False
f1000_51,Disney,Disney,43227.0,DIS,,254687106,True,False
f1000_52,Humana,Humana,24871.0,HUM,,141725101,True,False
f1000_52,Humana,Humana,24871.0,HUM,,444859102,True,False
f1000_53,Pfizer,Pfizer,121040.0,PFE,,717081103,True,False
f1000_535,Marathon Oil,Marathon Oil,531623.0,MRO,,565849106,True,False
f1000_535,Marathon Oil,Marathon Oil,531623.0,MRO,,902905108,True,False
f1000_54,AIG,AIG,5492.0,AIG,,02637XAA2,True,False
f1000_54,AIG,AIG,5492.0,AIG,,026874107,True,False
f1000_54,AIG,AIG,5492.0,AIG,,026874784,True,False
f1000_55,Lockheed Martin,Lockheed Martin,89913.0,LMT,,539821116,True,False
f1000_55,Lockheed Martin,Lockheed Martin,89913.0,LMT,,539830109,True,False
f1000_56,Sysco,Sysco,149326.0,SYY,,871829107,True,False
f1000_57,FedEx,FedEx,523291.0,FDX,,31428X106,True,False
f1000_59,Cisco Systems,Cisco Systems,29810.0,CSCO,,17275R102,True,False
f1000_6,CVS Health,CVS Health,21959.0,CVS,,126650100,True,False
f1000_60,HP,HP,71167.0,HPQ,,40434L105,True,False
f1000_60,HP,HP,71167.0,HPQ,,428236103,True,False
f1000_61,Dow Chemical,Dow Chemical,44158.0,DOW,,260543103,True,False
f1000_62,HCA Holdings,HCA Holdings,604778.0,HCA,,40412C101,True,False
f1000_63,Coca-Cola,Coca-Cola,31989.0,KO,,191216100,True,False
f1000_65,Centene,Centene,531291.0,CNC,,15135B101,True,False
f1000_66,American Airlines Group,American Airlines Group,441.0,AAL,,02376R102,True,False
f1000_68,Merck,Merck,98044.0,MRK,,589331107,True,False
f1000_68,Merck,Merck,98044.0,MRK,,58933Y105,True,False
f1000_69,Cigna,Cigna,21551.0,CI,,125509109,True,False
f1000_69,Cigna,Cigna,21551.0,CI,,125523100,True,False
f1000_7,General Motors,General Motors,61865.0,GM,,370442105,True,False
f1000_7,General Motors,General Motors,61865.0,GM,,37045V100,True,False
f1000_70,Delta Air Lines,Delta Air Lines,41843.0,DAL,,247361702,True,False
f1000_71,Best Buy,Best Buy,15706.0,BBY,,086516101,True,False
f1000_73,Caterpillar,Caterpillar,25969.0,CAT,,149123101,True,False
f1000_73,Caterpillar,Caterpillar,25969.0,CAT,,149123AC5,True,False
f1000_75,Morgan Stanley,Morgan Stanley,517989.0,MS,,617446448,True,False
f1000_77,Goldman Sachs Group,Goldman Sachs Group,515391.0,GS,,38141G104,True,False
f1000_78,Energy Transfer Equity,Energy Transfer Equity,,ETE,,,True,False
f1000_8,AT&T,AT&T,133543.0,T,,00206R102,True,False
f1000_8,AT&T,AT&T,133543.0,T,,78387G103,True,False
f1000_80,Oracle,Oracle,114959.0,ORCL,,68389X105,True,False
f1000_80,Oracle,Oracle,114959.0,ORCL,,68389Y111,True,False
f1000_81,Tyson Foods,Tyson Foods,155911.0,TSN,,902494103,True,False
f1000_82,United Continental Holdings,United Continental Holdings,155925.0,UAL,,910047109,True,False
f1000_83,Allstate,Allstate,3967.0,ALL,,020002101,True,False
f1000_85,American Express,American Express,5191.0,AXP,,025816109,True,False
f1000_86,TJX,TJX,149604.0,TJX,,872540109,True,False
f1000_87,Nike,Nike,109313.0,NKE,,654106103,True,False
f1000_88,Exelon,Exelon,524639.0,EXC,,30161N101,True,False
f1000_89,General Dynamics,General Dynamics,61708.0,GD,,007548100,True,False
f1000_89,General Dynamics,General Dynamics,61708.0,GD,,369550108,True,False
f1000_9,Ford Motor,Ford Motor,57796.0,F,,345343206,True,False
f1000_9,Ford Motor,Ford Motor,57796.0,F,,345370860,True,False
f1000_90,Rite Aid,Rite Aid,,RAD,,,True,False
f1000_91,Gilead Sciences,Gilead Sciences,62672.0,GILD,,375558103,True,False
f1000_92,CHS,CHS,28998.0,CHS,,168615102,True,False
f1000_93,3M,3M,533666.0,MMM,,604059AA3,True,False
f1000_93,3M,3M,533666.0,MMM,,88579Y101,True,False
f1000_94,Time Warner,Time Warner,525434.0,TWX,,00184A105,True,False
f1000_94,Time Warner,Time Warner,525434.0,TWX,,887317105,True,False
f1000_94,Time Warner,Time Warner,525434.0,TWX,,887317303,True,False
f1000_95,Charter Communications,Charter Communications,517742.0,CHTR,,16119P108,True,False
f1000_97,Facebook,Facebook,614906.0,FB,,30303M102,True,False
f1000_98,Travelers Cos.,Travelers Cos.,135164.0,TRV,,,True,False
f1000_98,Travelers Cos.,Travelers Cos.,135164.0,TRV,,89417E109,True,False
f1000_99,Capital One Financial,Capital One Financial,24476.0,COF,,14040H105,True,False
f1000_101,USAA,USAA,,,,,True,False
f1000_116,Andeavor,Andeavor,,,,,True,False
f1000_13,Verizon Communications,Verizon Communications,,VZ,,92343V104,True,True
f1000_151,Jabil,Jabil,,JBL,,466313103,True,True
f1000_16,Walgreens Boots Alliance,Walgreens Boots Alliance,,WBA,WAG,931427108,True,True
f1000_176,Bank of New York Mellon,Bank of New York Mellon,,BK,,64058100,True,True
f1000_184,Synchrony Financial,Synchrony Financial,,SYF,,87165B103,True,True
f1000_196,Conagra Brands,Conagra Brands,,CAG,,205887102,True,True
f1000_221,Farmers Insurance Exchange,Farmers Insurance Exchange,,,,,True,False
f1000_226,Principal Financial,Principal Financial,,PFG,,74251UAA2,True,True
f1000_237,Dominion Energy,Dominion Energy,,D,,25746U109,True,True
f1000_243,Toys 'R' Us,Toys 'R' Us,,,,,True,False
f1000_266,Mastercard,Mastercard,,MA,,57636Q104,True,True
f1000_272,L3 Technologies,L3 Technologies,,LLL,,502413107,True,True
f1000_299,Alcoa,Alcoa,,AA,,13817101,True,True
f1000_301,Pacific Life,Pacific Life,,,,,True,False
f1000_314,American Family Insurance Group,American Family Insurance Group,,,,,True,False
f1000_315,Thrivent Financial for Lutherans,Thrivent Financial for Lutherans,,,,,True,False
f1000_323,Peter Kiewit Sons',Peter Kiewit Sons',,,,,True,False
f1000_341,Mutual of Omaha Insurance,Mutual of Omaha Insurance,,,,,True,False
f1000_362,Harris,Harris,,HRS,,413875105,True,True
f1000_380,Leidos Holdings,Leidos Holdings,,LDOS,,525327102,True,True
f1000_382,Tesla,Tesla,,,,,True,False
f1000_383,Ascena Retail Group,Ascena Retail Group,,ASNA,,04351G101,True,True
f1000_386,Nvidia,Nvidia,,NVDA,,67066G104,True,True
f1000_397,Auto-Owners Insurance,Auto-Owners Insurance,,,,,True,False
f1000_40,Dell Technologies,Dell Technologies,,DELL,,24702R101,True,True
f1000_48,Albertsons Cos.,Albertsons Cos.,,,,,True,False
f1000_58,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,HPQ,,40434L105,True,True
f1000_64,New York Life Insurance,New York Life Insurance,,,,,True,False
f1000_67,Nationwide,Nationwide,,,,,True,False
f1000_74,Liberty Mutual Insurance Group,Liberty Mutual Insurance Group,,,,,True,False
f1000_76,Massachusetts Mutual Life Insurance,Massachusetts Mutual Life Insurance,,,,,True,False
f1000_79,TIAA,TIAA,,,,,True,False
f1000_84,Publix Super Markets,Publix Super Markets,,,,,True,False
f1000_96,Northwestern Mutual,Northwestern Mutual,,,,,True,False
